EID,R,Year
2-s2.0-84887385760,0,2013
2-s2.0-84902327235,0,2013
2-s2.0-84866706045,0,2013
2-s2.0-84893570501,0,2013
2-s2.0-84896400418,0,2013
2-s2.0-84899676741,0,2013
2-s2.0-84876013392,0,2013
2-s2.0-84887375878,0,2013
2-s2.0-84899410514,0,2013
2-s2.0-84866173518,0,2013
2-s2.0-84873490649,0,2013
2-s2.0-84900326446,0,2013
2-s2.0-84896973681,0,2013
2-s2.0-84911923957,0,2013
2-s2.0-84887343289,0,2013
2-s2.0-84897014989,0,2013
2-s2.0-84899453655,0,2013
2-s2.0-84885774603,0,2013
2-s2.0-84924419690,0,2013
2-s2.0-84922540213,0,2013
2-s2.0-84896916127,0,2013
2-s2.0-84902313461,0,2013
2-s2.0-84904092673,0,2013
2-s2.0-84872199102,0,2013
2-s2.0-84916892315,0,2013
2-s2.0-84866176421,0,2013
2-s2.0-84907845382,0,2013
2-s2.0-84888626120,0,2013
2-s2.0-84899576706,0,2013
2-s2.0-84887381605,0,2013
2-s2.0-84898972260,0,2013
2-s2.0-84886618076,0,2013
2-s2.0-84903274944,0,2013
2-s2.0-84878692037,0,2013
2-s2.0-84903281094,0,2013
2-s2.0-84890841813,0,2013
2-s2.0-84869883487,0,2013
2-s2.0-84892918771,0,2013
2-s2.0-84871539115,0,2012
2-s2.0-84871568283,0,2012
2-s2.0-84871775851,0,2012
2-s2.0-84871426129,0,2012
2-s2.0-84871399826,0,2012
2-s2.0-84871553223,0,2012
2-s2.0-84873135424,0,2012
2-s2.0-84870917075,0,2012
2-s2.0-84870938610,0,2012
2-s2.0-84871203513,0,2012
2-s2.0-84870703616,0,2012
2-s2.0-84871439297,0,2012
2-s2.0-84870332512,0,2012
2-s2.0-84869798260,0,2012
2-s2.0-84869800109,0,2012
2-s2.0-84869885882,0,2012
2-s2.0-84869789929,0,2012
2-s2.0-84870280559,0,2012
2-s2.0-84870062533,0,2012
2-s2.0-84873192191,0,2012
2-s2.0-84873140919,0,2012
2-s2.0-84872132881,0,2012
2-s2.0-84872527850,0,2012
2-s2.0-84878543346,0,2012
2-s2.0-84869053545,0,2012
2-s2.0-84871628455,0,2012
2-s2.0-84890294499,0,2012
2-s2.0-84875069803,0,2012
2-s2.0-84873173733,0,2012
2-s2.0-84871964035,0,2012
2-s2.0-84871763893,0,2012
2-s2.0-84877122377,0,2012
2-s2.0-84874327785,0,2012
2-s2.0-84876505066,0,2012
2-s2.0-84875659940,0,2012
2-s2.0-84872292270,0,2012
2-s2.0-84898358635,0,2012
2-s2.0-84871661468,0,2012
2-s2.0-84872959464,0,2012
2-s2.0-84874320078,0,2012
2-s2.0-84884362961,0,2012
2-s2.0-84890677351,0,2012
2-s2.0-84877948606,0,2012
2-s2.0-84874919881,0,2012
2-s2.0-84884361524,0,2012
2-s2.0-84874326604,0,2012
2-s2.0-84892632137,0,2012
2-s2.0-84874320616,0,2012
2-s2.0-84880197070,0,2012
2-s2.0-84881153451,0,2012
2-s2.0-84893448565,0,2012
2-s2.0-84876504795,0,2012
2-s2.0-84876448904,0,2012
2-s2.0-84872779175,0,2012
2-s2.0-84868208576,0,2012
2-s2.0-84874243215,0,2012
2-s2.0-84880784625,0,2012
2-s2.0-84874261591,0,2012
2-s2.0-84874324609,0,2012
2-s2.0-84874287534,0,2012
2-s2.0-84878616721,0,2012
2-s2.0-84885227542,0,2012
2-s2.0-84878336084,0,2012
2-s2.0-84873115531,0,2012
2-s2.0-84873460599,0,2012
2-s2.0-84874300718,0,2012
2-s2.0-84876248263,0,2012
2-s2.0-84884399815,0,2012
2-s2.0-84874469334,0,2012
2-s2.0-84871787001,0,2012
2-s2.0-84874414460,0,2012
2-s2.0-84876106728,0,2012
2-s2.0-84874133074,0,2012
2-s2.0-84873181278,0,2012
2-s2.0-84890656875,0,2012
2-s2.0-84869077980,0,2012
2-s2.0-84871201341,0,2012
2-s2.0-84872130461,0,2012
2-s2.0-84872839258,0,2012
2-s2.0-84876080550,0,2012
2-s2.0-84884387671,0,2012
2-s2.0-84874240992,0,2012
2-s2.0-84874249240,0,2012
2-s2.0-84872735657,0,2012
2-s2.0-84873197288,0,2012
2-s2.0-84872931647,0,2012
2-s2.0-84870779792,0,2012
2-s2.0-84879111942,0,2012
2-s2.0-84880776012,0,2012
2-s2.0-84872849285,0,2012
2-s2.0-84872850554,0,2012
2-s2.0-84883086864,0,2012
2-s2.0-84880482639,0,2012
2-s2.0-84874699556,0,2012
2-s2.0-84878514636,0,2012
2-s2.0-84870363966,0,2012
2-s2.0-84875636296,0,2012
2-s2.0-84874309772,0,2012
2-s2.0-84872171181,0,2012
2-s2.0-84872822722,0,2012
2-s2.0-84877010129,0,2012
2-s2.0-84878561182,0,2012
2-s2.0-84872866319,0,2012
2-s2.0-84874313335,0,2012
2-s2.0-84872804969,0,2012
2-s2.0-84884653271,0,2012
2-s2.0-84868665704,0,2012
2-s2.0-84876508016,0,2012
2-s2.0-84874338393,0,2012
2-s2.0-84881019323,0,2012
2-s2.0-84863840797,0,2012
2-s2.0-84869855499,0,2012
2-s2.0-84868669545,0,2012
2-s2.0-84861417003,0,2012
2-s2.0-84878196354,0,2012
2-s2.0-84885899574,0,2012
2-s2.0-84871723946,0,2012
2-s2.0-84872859242,0,2012
2-s2.0-84879104922,0,2012
2-s2.0-84880583666,0,2012
2-s2.0-84876687775,0,2012
2-s2.0-84869779499,0,2012
2-s2.0-84869459003,0,2012
2-s2.0-84869467542,0,2012
2-s2.0-84869459863,0,2012
2-s2.0-84870570833,0,2012
2-s2.0-84870216988,0,2012
2-s2.0-84869416545,0,2012
2-s2.0-84869392157,0,2012
2-s2.0-84869398036,0,2012
2-s2.0-84869447398,0,2012
2-s2.0-84869393611,0,2012
2-s2.0-84869394028,0,2012
2-s2.0-84869014219,0,2012
2-s2.0-84869053361,0,2012
2-s2.0-84869054110,0,2012
2-s2.0-84868200489,0,2012
2-s2.0-84868541278,0,2012
2-s2.0-84868308608,0,2012
2-s2.0-84869098223,0,2012
2-s2.0-84868259383,0,2012
2-s2.0-84866544825,0,2012
2-s2.0-84868145960,0,2012
2-s2.0-84875146631,0,2012
2-s2.0-84869829521,0,2012
2-s2.0-84869490620,0,2012
2-s2.0-84865695092,0,2012
2-s2.0-84876727465,0,2012
2-s2.0-84865679645,0,2012
2-s2.0-84867372462,0,2012
2-s2.0-84869993398,0,2012
2-s2.0-84863983911,0,2012
2-s2.0-84869489525,0,2012
2-s2.0-84863990999,0,2012
2-s2.0-84882288454,0,2012
2-s2.0-84867677501,0,2012
2-s2.0-84868018747,0,2012
2-s2.0-84867732098,0,2012
2-s2.0-84868117540,0,2012
2-s2.0-84868024295,0,2012
2-s2.0-84867690198,0,2012
2-s2.0-84867606085,0,2012
2-s2.0-84868013996,0,2012
2-s2.0-84867350302,0,2012
2-s2.0-84867298912,0,2012
2-s2.0-84870987997,0,2012
2-s2.0-84867347168,0,2012
2-s2.0-84874529817,0,2012
2-s2.0-84874523974,0,2012
2-s2.0-84866989601,0,2012
2-s2.0-84867021506,0,2012
2-s2.0-84867010735,0,2012
2-s2.0-84867447145,0,2012
2-s2.0-84866936353,0,2012
2-s2.0-84866929302,0,2012
2-s2.0-84867039336,0,2012
2-s2.0-84867176053,0,2012
2-s2.0-84868533109,0,2012
2-s2.0-84874367463,0,2012
2-s2.0-84864073846,0,2012
2-s2.0-84864957595,0,2012
2-s2.0-84864280609,0,2012
2-s2.0-84861350100,0,2012
2-s2.0-84861957427,0,2012
2-s2.0-84876243511,0,2012
2-s2.0-84867460642,0,2012
2-s2.0-84866624399,0,2012
2-s2.0-84867144592,0,2012
2-s2.0-84867060039,0,2012
2-s2.0-84866502187,0,2012
2-s2.0-84866719182,0,2012
2-s2.0-84866294578,0,2012
2-s2.0-84866662104,0,2012
2-s2.0-84866712795,0,2012
2-s2.0-84866707211,0,2012
2-s2.0-84865852559,0,2012
2-s2.0-84865863416,0,2012
2-s2.0-84866235319,0,2012
2-s2.0-84865786005,0,2012
2-s2.0-84865725225,0,2012
2-s2.0-84865788601,0,2012
2-s2.0-84866073727,0,2012
2-s2.0-84865853702,0,2012
2-s2.0-84865848291,0,2012
2-s2.0-84865837728,0,2012
2-s2.0-84866373774,0,2012
2-s2.0-84877175887,0,2012
2-s2.0-84865759750,0,2012
2-s2.0-84865625730,0,2012
2-s2.0-84865642152,0,2012
2-s2.0-84865602798,0,2012
2-s2.0-84865576402,0,2012
2-s2.0-84878239571,0,2012
2-s2.0-84861209319,0,2012
2-s2.0-84867858620,0,2012
2-s2.0-84870361190,0,2012
2-s2.0-84865545591,0,2012
2-s2.0-84865457321,0,2012
2-s2.0-84862329410,0,2012
2-s2.0-84870535423,0,2012
2-s2.0-84861746189,0,2012
2-s2.0-84865553068,0,2012
2-s2.0-84863465339,0,2012
2-s2.0-84865426494,0,2012
2-s2.0-84865379626,0,2012
2-s2.0-84865345178,0,2012
2-s2.0-84865265984,0,2012
2-s2.0-84865177526,0,2012
2-s2.0-84865304499,0,2012
2-s2.0-84865127716,0,2012
2-s2.0-84865250631,0,2012
2-s2.0-84865006388,0,2012
2-s2.0-84864980046,0,2012
2-s2.0-84864866858,0,2012
2-s2.0-84865207368,0,2012
2-s2.0-84865245032,0,2012
2-s2.0-84865230589,0,2012
2-s2.0-84865190538,0,2012
2-s2.0-84864510550,0,2012
2-s2.0-84864497746,0,2012
2-s2.0-84864527198,0,2012
2-s2.0-84865102065,0,2012
2-s2.0-84865007819,0,2012
2-s2.0-84864632308,0,2012
2-s2.0-84864485432,0,2012
2-s2.0-84864461222,0,2012
2-s2.0-84864459915,0,2012
2-s2.0-84864398118,0,2012
2-s2.0-84864416478,0,2012
2-s2.0-84864414585,0,2012
2-s2.0-84864405395,0,2012
2-s2.0-84876312299,0,2012
2-s2.0-84860845371,0,2012
2-s2.0-84866346175,0,2012
2-s2.0-84864191044,0,2012
2-s2.0-84864259020,0,2012
2-s2.0-84864214505,0,2012
2-s2.0-84864750914,0,2012
2-s2.0-84864546124,0,2012
2-s2.0-84864002301,0,2012
2-s2.0-84861401115,0,2012
2-s2.0-84863908693,0,2012
2-s2.0-84863919546,0,2012
2-s2.0-84864096544,0,2012
2-s2.0-84863473198,0,2012
2-s2.0-84863672078,0,2012
2-s2.0-84863664632,0,2012
2-s2.0-84863679323,0,2012
2-s2.0-84863797961,0,2012
2-s2.0-84862657119,0,2012
2-s2.0-84862767196,0,2012
2-s2.0-84870265299,0,2012
2-s2.0-84864050697,0,2012
2-s2.0-84874507924,0,2012
2-s2.0-84860008631,0,2012
2-s2.0-84859502674,0,2012
2-s2.0-84864073668,0,2012
2-s2.0-84871516439,0,2012
2-s2.0-84866499931,0,2012
2-s2.0-84863581006,0,2012
2-s2.0-84890541795,0,2012
2-s2.0-84865208332,0,2012
2-s2.0-84863921449,0,2012
2-s2.0-84865373310,0,2012
2-s2.0-84859468256,0,2012
2-s2.0-84863223807,0,2012
2-s2.0-84863192612,0,2012
2-s2.0-84862891142,0,2012
2-s2.0-84861811455,0,2012
2-s2.0-84862860937,0,2012
2-s2.0-84862194866,0,2012
2-s2.0-84862139592,0,2012
2-s2.0-84861976852,0,2012
2-s2.0-84862298998,0,2012
2-s2.0-84861856518,0,2012
2-s2.0-84861841526,0,2012
2-s2.0-84862288018,0,2012
2-s2.0-84861310639,0,2012
2-s2.0-84862502148,0,2012
2-s2.0-84863313645,0,2012
2-s2.0-84864117655,0,2012
2-s2.0-84861656652,0,2012
2-s2.0-84865522949,0,2012
2-s2.0-84862158376,0,2012
2-s2.0-84862597095,0,2012
2-s2.0-84876051018,0,2012
2-s2.0-84861235327,0,2012
2-s2.0-84871028536,0,2012
2-s2.0-84861845034,0,2012
2-s2.0-84861929368,0,2012
2-s2.0-84861447140,0,2012
2-s2.0-84861732067,0,2012
2-s2.0-84861136575,0,2012
2-s2.0-84860861141,0,2012
2-s2.0-84860842276,0,2012
2-s2.0-84860854293,0,2012
2-s2.0-84860877553,0,2012
2-s2.0-84860831049,0,2012
2-s2.0-84860748497,0,2012
2-s2.0-84860762791,0,2012
2-s2.0-84860718856,0,2012
2-s2.0-84860448731,0,2012
2-s2.0-84860446318,0,2012
2-s2.0-84860377762,0,2012
2-s2.0-84860738458,0,2012
2-s2.0-84860360064,0,2012
2-s2.0-84860650393,0,2012
2-s2.0-84859877058,0,2012
2-s2.0-84858794732,0,2012
2-s2.0-84861482823,0,2012
2-s2.0-84859706155,0,2012
2-s2.0-84859723346,0,2012
2-s2.0-84859421695,0,2012
2-s2.0-84859509379,0,2012
2-s2.0-84864830906,0,2012
2-s2.0-84860268492,0,2012
2-s2.0-84861167368,0,2012
2-s2.0-84862313330,0,2012
2-s2.0-84860843989,0,2012
2-s2.0-84860492123,0,2012
2-s2.0-84859985333,0,2012
2-s2.0-84862829643,0,2012
2-s2.0-84862786330,0,2012
2-s2.0-84859589443,0,2012
2-s2.0-84863337554,0,2012
2-s2.0-84859798075,0,2012
2-s2.0-84857443212,0,2012
2-s2.0-84863337652,0,2012
2-s2.0-84863375147,0,2012
2-s2.0-84859452077,0,2012
2-s2.0-84864517107,0,2012
2-s2.0-84863562269,0,2012
2-s2.0-84863836464,0,2012
2-s2.0-84858593408,0,2012
2-s2.0-84857112834,0,2012
2-s2.0-84861537880,0,2012
2-s2.0-84871449831,0,2012
2-s2.0-84858216735,0,2012
2-s2.0-84858284161,0,2012
2-s2.0-84859293957,0,2012
2-s2.0-84863337810,0,2012
2-s2.0-84863337848,0,2012
2-s2.0-84858716366,0,2012
2-s2.0-84859044732,0,2012
2-s2.0-84859198127,0,2012
2-s2.0-84858176819,0,2012
2-s2.0-84858263193,0,2012
2-s2.0-84858210788,0,2012
2-s2.0-84862587144,0,2012
2-s2.0-84862864107,0,2012
2-s2.0-84863116076,0,2012
2-s2.0-84863373735,0,2012
2-s2.0-84860838808,0,2012
2-s2.0-84863255749,0,2012
2-s2.0-84857538661,0,2012
2-s2.0-84861350411,0,2012
2-s2.0-84861739630,0,2012
2-s2.0-84857858672,0,2012
2-s2.0-84862793387,0,2012
2-s2.0-84857113448,0,2012
2-s2.0-84857627543,0,2012
2-s2.0-84863173450,0,2012
2-s2.0-84863260119,0,2012
2-s2.0-82055190091,0,2012
2-s2.0-84857113186,0,2012
2-s2.0-84863163078,0,2012
2-s2.0-84863230388,0,2012
2-s2.0-84655176803,0,2012
2-s2.0-84862777372,0,2012
2-s2.0-84863230000,0,2012
2-s2.0-84857452465,0,2012
2-s2.0-84856345029,0,2012
2-s2.0-84856213872,0,2012
2-s2.0-84860160492,0,2012
2-s2.0-84859961241,0,2012
2-s2.0-80053365116,0,2012
2-s2.0-84856381091,0,2012
2-s2.0-84855681667,0,2012
2-s2.0-84857910348,0,2012
2-s2.0-84861312131,0,2012
2-s2.0-84856668763,0,2012
2-s2.0-84856191078,0,2012
2-s2.0-84856152938,0,2012
2-s2.0-84856183372,0,2012
2-s2.0-84863011961,0,2012
2-s2.0-84862871887,0,2012
2-s2.0-84155171135,0,2012
2-s2.0-84857791522,0,2012
2-s2.0-84862918088,0,2012
2-s2.0-82055184866,0,2012
2-s2.0-84855589967,0,2012
2-s2.0-84865772082,0,2012
2-s2.0-84903166161,0,2012
2-s2.0-84903975470,0,2012
2-s2.0-84855533988,0,2012
2-s2.0-84900312419,0,2012
2-s2.0-84860264411,0,2012
2-s2.0-84856011523,0,2012
2-s2.0-84863166738,0,2012
2-s2.0-84902256942,0,2012
2-s2.0-84863171205,0,2012
2-s2.0-84903978233,0,2012
2-s2.0-84904015777,0,2012
2-s2.0-84900305094,0,2012
2-s2.0-84855337715,0,2011
2-s2.0-84855289658,0,2011
2-s2.0-84055193643,0,2011
2-s2.0-83455179587,0,2011
2-s2.0-83455228429,0,2011
2-s2.0-83455228445,0,2011
2-s2.0-83455200169,0,2011
2-s2.0-83455172652,0,2011
2-s2.0-83455231250,0,2011
2-s2.0-83455230665,0,2011
2-s2.0-83455258062,0,2011
2-s2.0-83455230685,0,2011
2-s2.0-82955175690,0,2011
2-s2.0-84855282498,0,2011
2-s2.0-83655165299,0,2011
2-s2.0-84855302873,0,2011
2-s2.0-82755187054,0,2011
2-s2.0-84855305962,0,2011
2-s2.0-81555208661,0,2011
2-s2.0-84856603768,0,2011
2-s2.0-84877264675,0,2011
2-s2.0-84860258138,0,2011
2-s2.0-84860679196,0,2011
2-s2.0-84860664109,0,2011
2-s2.0-81555215086,0,2011
2-s2.0-84855271721,0,2011
2-s2.0-84877288968,0,2011
2-s2.0-84856742970,0,2011
2-s2.0-84858055729,0,2011
2-s2.0-84861018149,0,2011
2-s2.0-84860909174,0,2011
2-s2.0-84856673901,0,2011
2-s2.0-84877282656,0,2011
2-s2.0-84894148501,0,2011
2-s2.0-84875949635,0,2011
2-s2.0-80054110053,0,2011
2-s2.0-84872914801,0,2011
2-s2.0-84858995066,0,2011
2-s2.0-84857228983,0,2011
2-s2.0-84880641637,0,2011
2-s2.0-84898203972,0,2011
2-s2.0-84866010587,0,2011
2-s2.0-84889990518,0,2011
2-s2.0-84857215872,0,2011
2-s2.0-82755194815,0,2011
2-s2.0-84856871919,0,2011
2-s2.0-84863425861,0,2011
2-s2.0-84859945488,0,2011
2-s2.0-82755194813,0,2011
2-s2.0-84856711965,0,2011
2-s2.0-84856197876,0,2011
2-s2.0-84860232115,0,2011
2-s2.0-84859974134,0,2011
2-s2.0-84861079919,0,2011
2-s2.0-84863420888,0,2011
2-s2.0-84888390127,0,2011
2-s2.0-84862847898,0,2011
2-s2.0-84857228857,0,2011
2-s2.0-84861125584,0,2011
2-s2.0-84856168303,0,2011
2-s2.0-84856756082,0,2011
2-s2.0-84855901551,0,2011
2-s2.0-84861120561,0,2011
2-s2.0-84857262066,0,2011
2-s2.0-84856055814,0,2011
2-s2.0-84889961473,0,2011
2-s2.0-82555165930,0,2011
2-s2.0-84863282065,0,2011
2-s2.0-84890001927,0,2011
2-s2.0-84899169334,0,2011
2-s2.0-84864262746,0,2011
2-s2.0-84863568888,0,2011
2-s2.0-84885051236,0,2011
2-s2.0-84891912309,0,2011
2-s2.0-84894197020,0,2011
2-s2.0-84856704211,0,2011
2-s2.0-80052716307,0,2011
2-s2.0-84860436313,0,2011
2-s2.0-84861499645,0,2011
2-s2.0-84856604813,0,2011
2-s2.0-84869195790,0,2011
2-s2.0-84857224126,0,2011
2-s2.0-84877544118,0,2011
2-s2.0-84860906052,0,2011
2-s2.0-84859785788,0,2011
2-s2.0-83755220661,0,2011
2-s2.0-84898237332,0,2011
2-s2.0-84876750505,0,2011
2-s2.0-84889955854,0,2011
2-s2.0-84863449070,0,2011
2-s2.0-84859962656,0,2011
2-s2.0-84877538515,0,2011
2-s2.0-84883077264,0,2011
2-s2.0-84858231143,0,2011
2-s2.0-84857227022,0,2011
http://www.scopus.com/inward/record.url?eid=2-s2.0-84881427096&partnerID=40&md5=4ca427ae584ff5df72bdedaf63a0c054,0,2011
2-s2.0-84877248052,0,2011
2-s2.0-84875958546,0,2011
2-s2.0-84866773234,0,2011
2-s2.0-84857196613,0,2011
2-s2.0-84859997157,0,2011
2-s2.0-80052377539,0,2011
2-s2.0-84861079827,0,2011
2-s2.0-84883111602,0,2011
2-s2.0-84855878168,0,2011
2-s2.0-84861119677,0,2011
2-s2.0-84894224319,0,2011
2-s2.0-80053158448,0,2011
2-s2.0-81855186006,0,2011
2-s2.0-81755181476,0,2011
2-s2.0-81755187980,0,2011
2-s2.0-81755176917,0,2011
2-s2.0-81755187986,0,2011
2-s2.0-80053167782,0,2011
2-s2.0-81555226870,0,2011
2-s2.0-81555215498,0,2011
2-s2.0-81455139678,0,2011
2-s2.0-81855177182,0,2011
2-s2.0-81255176591,0,2011
2-s2.0-81255144586,0,2011
2-s2.0-82555170336,0,2011
2-s2.0-81055138966,0,2011
2-s2.0-80755167717,0,2011
2-s2.0-82955217628,0,2011
2-s2.0-80855144766,0,2011
2-s2.0-80855144764,0,2011
2-s2.0-81055124109,0,2011
2-s2.0-80455131041,0,2011
2-s2.0-80455150513,0,2011
2-s2.0-80455131063,0,2011
2-s2.0-82955189143,0,2011
2-s2.0-80052598185,0,2011
2-s2.0-84858062633,0,2011
2-s2.0-80054985600,0,2011
2-s2.0-80052037147,0,2011
2-s2.0-84857299061,0,2011
2-s2.0-80155205577,0,2011
2-s2.0-84862273807,0,2011
2-s2.0-83155176925,0,2011
2-s2.0-80155138557,0,2011
2-s2.0-80052925896,0,2011
2-s2.0-80053578510,0,2011
2-s2.0-80053610428,0,2011
2-s2.0-80053592034,0,2011
2-s2.0-80054042697,0,2011
2-s2.0-80053965375,0,2011
2-s2.0-80053960749,0,2011
2-s2.0-80053167847,0,2011
2-s2.0-80053204870,0,2011
2-s2.0-80053467604,0,2011
2-s2.0-80555134690,0,2011
2-s2.0-80053406440,0,2011
2-s2.0-80053156502,0,2011
2-s2.0-80053394554,0,2011
2-s2.0-80053400657,0,2011
2-s2.0-80053395960,0,2011
2-s2.0-80053362057,0,2011
2-s2.0-80053618740,0,2011
2-s2.0-80053603733,0,2011
2-s2.0-80053174026,0,2011
2-s2.0-79956108372,0,2011
2-s2.0-80052714470,0,2011
2-s2.0-80053132993,0,2011
2-s2.0-80052384289,0,2011
2-s2.0-80052313460,0,2011
2-s2.0-80055064606,0,2011
2-s2.0-80052810157,0,2011
2-s2.0-80052721014,0,2011
2-s2.0-80054014357,0,2011
2-s2.0-80053015747,0,2011
2-s2.0-80052930300,0,2011
2-s2.0-80053585732,0,2011
2-s2.0-80052515138,0,2011
2-s2.0-80053230881,0,2011
2-s2.0-80052738624,0,2011
2-s2.0-80052662301,0,2011
2-s2.0-80053589735,0,2011
2-s2.0-80052826585,0,2011
2-s2.0-79960934133,0,2011
2-s2.0-80053462737,0,2011
2-s2.0-80052188421,0,2011
2-s2.0-80052782595,0,2011
2-s2.0-80052167120,0,2011
2-s2.0-80053406465,0,2011
2-s2.0-80055122431,0,2011
2-s2.0-80052269738,0,2011
2-s2.0-80053983403,0,2011
2-s2.0-79251649081,0,2011
2-s2.0-84860913119,0,2011
2-s2.0-80053641642,0,2011
2-s2.0-84860732919,0,2011
2-s2.0-80053399047,0,2011
2-s2.0-79957868305,0,2011
2-s2.0-80051531385,0,2011
2-s2.0-82655167518,0,2011
2-s2.0-80052987082,0,2011
2-s2.0-79960272705,0,2011
2-s2.0-79958136328,0,2011
2-s2.0-80052196131,0,2011
2-s2.0-80051975186,0,2011
2-s2.0-80051558943,0,2011
2-s2.0-80052257784,0,2011
2-s2.0-80051803385,0,2011
2-s2.0-79960147675,0,2011
2-s2.0-80052002907,0,2011
2-s2.0-80051572935,0,2011
2-s2.0-84860388801,0,2011
2-s2.0-80052186915,0,2011
2-s2.0-80052631052,0,2011
2-s2.0-79960986395,0,2011
2-s2.0-80052621982,0,2011
2-s2.0-79960556635,0,2011
2-s2.0-79960889506,0,2011
2-s2.0-79958090984,0,2011
2-s2.0-80052407270,0,2011
2-s2.0-79960892022,0,2011
2-s2.0-79958097199,0,2011
2-s2.0-79958773430,0,2011
2-s2.0-79957940888,0,2011
2-s2.0-80053497122,0,2011
2-s2.0-84867903053,0,2011
2-s2.0-80155122848,0,2011
2-s2.0-79960665075,0,2011
2-s2.0-79960670354,0,2011
2-s2.0-79961115928,0,2011
2-s2.0-79960657648,0,2011
2-s2.0-79960671745,0,2011
2-s2.0-79960671555,0,2011
2-s2.0-79961108516,0,2011
2-s2.0-79960659566,0,2011
2-s2.0-79960671161,0,2011
2-s2.0-79960179054,0,2011
2-s2.0-79961059613,0,2011
2-s2.0-79961042403,0,2011
2-s2.0-79960652969,0,2011
2-s2.0-79960155481,0,2011
2-s2.0-79961122561,0,2011
2-s2.0-79960051910,0,2011
2-s2.0-79960355409,0,2011
2-s2.0-79961070484,0,2011
2-s2.0-79959846146,0,2011
2-s2.0-79961088800,0,2011
2-s2.0-79959847568,0,2011
2-s2.0-79960348406,0,2011
2-s2.0-79958121245,0,2011
2-s2.0-79959436291,0,2011
2-s2.0-84858264084,0,2011
2-s2.0-84864469048,0,2011
2-s2.0-79961171488,0,2011
2-s2.0-82455221262,0,2011
2-s2.0-79961101424,0,2011
2-s2.0-79959550156,0,2011
2-s2.0-79961114460,0,2011
2-s2.0-79959454437,0,2011
2-s2.0-79959296784,0,2011
2-s2.0-79960775472,0,2011
2-s2.0-79960807447,0,2011
2-s2.0-79960169817,0,2011
2-s2.0-79958155421,0,2011
2-s2.0-79960821071,0,2011
2-s2.0-79955916466,0,2011
2-s2.0-79957657214,0,2011
2-s2.0-79960041795,0,2011
2-s2.0-79961237502,0,2011
2-s2.0-79960070422,0,2011
2-s2.0-79957573522,0,2011
2-s2.0-79957573775,0,2011
2-s2.0-79957542730,0,2011
2-s2.0-79957578058,0,2011
2-s2.0-79957570535,0,2011
2-s2.0-79957539778,0,2011
2-s2.0-79961079527,0,2011
2-s2.0-79956270713,0,2011
2-s2.0-79960817642,0,2011
2-s2.0-79960795406,0,2011
2-s2.0-79956152542,0,2011
2-s2.0-79956040248,0,2011
2-s2.0-79956309501,0,2011
2-s2.0-79959192814,0,2011
2-s2.0-84874800495,0,2011
2-s2.0-84874813685,0,2011
2-s2.0-79960756408,0,2011
2-s2.0-79954933223,0,2011
2-s2.0-79955509398,0,2011
2-s2.0-79954430503,0,2011
2-s2.0-79955392281,0,2011
2-s2.0-79954448669,0,2011
2-s2.0-79957598632,0,2011
2-s2.0-79954990638,0,2011
2-s2.0-79953302609,0,2011
2-s2.0-79956074592,0,2011
2-s2.0-79952763040,0,2011
2-s2.0-79953875395,0,2011
2-s2.0-79957588886,0,2011
2-s2.0-84555220666,0,2011
2-s2.0-84857170067,0,2011
2-s2.0-80053306179,0,2011
2-s2.0-82455187841,0,2011
2-s2.0-79956305691,0,2011
2-s2.0-79952310923,0,2011
2-s2.0-78650215129,0,2011
2-s2.0-79960689443,0,2011
2-s2.0-79951680458,0,2011
2-s2.0-79953078896,0,2011
2-s2.0-79953014406,0,2011
2-s2.0-79953278974,0,2011
2-s2.0-79952741502,0,2011
2-s2.0-79953214937,0,2011
2-s2.0-84895408790,0,2011
2-s2.0-80155127466,0,2011
2-s2.0-79952489784,0,2011
2-s2.0-79953168344,0,2011
2-s2.0-79953839883,0,2011
2-s2.0-79952700080,0,2011
2-s2.0-79952670619,0,2011
2-s2.0-79960778364,0,2011
2-s2.0-79952920916,0,2011
2-s2.0-79952648610,0,2011
2-s2.0-79952908681,0,2011
2-s2.0-79952173203,0,2011
2-s2.0-79952688691,0,2011
2-s2.0-79952770021,0,2011
2-s2.0-80055071684,0,2011
2-s2.0-79958064387,0,2011
2-s2.0-79957582829,0,2011
2-s2.0-79951960312,0,2011
2-s2.0-79953132532,0,2011
2-s2.0-79955937824,0,2011
2-s2.0-79957599969,0,2011
2-s2.0-79958069374,0,2011
2-s2.0-79952478283,0,2011
2-s2.0-84857775242,0,2011
2-s2.0-79251596246,0,2011
2-s2.0-79551687401,0,2011
2-s2.0-79951530311,0,2011
2-s2.0-79952287495,0,2011
2-s2.0-79952285446,0,2011
2-s2.0-79952001490,0,2011
2-s2.0-79951621403,0,2011
2-s2.0-79951665840,0,2011
2-s2.0-79952308671,0,2011
2-s2.0-78951478803,0,2011
2-s2.0-79951577346,0,2011
2-s2.0-78651497327,0,2011
2-s2.0-79952398102,0,2011
2-s2.0-79953843931,0,2011
2-s2.0-78650832155,0,2011
2-s2.0-78650386377,0,2011
2-s2.0-78651309414,0,2011
2-s2.0-78651324084,0,2011
2-s2.0-78650308895,0,2011
2-s2.0-78650308732,0,2011
2-s2.0-84866245861,0,2011
2-s2.0-84923409985,0,2011
2-s2.0-80053133985,0,2011
2-s2.0-84923412492,0,2011
2-s2.0-79952274995,0,2011
